陽夏	というわけでだ、今回の候補試験の目的は、あの黒ソラの確保にあったわけだ
主人公	週明け、みんなの前で陽夏さんが説明してくれたことによると、この候補試験の本当の目的は、今回の事件を解決することにあったらしい。
主人公	ただし、それがどういう事件かは分からなかった。だから、予知の示した僕のいるこの学園を舞台にすることになったという。
主人公	それは、星亜が僕に話してくれた予想とまったく同じで。
主人公	改めて、星亜の慧眼に恐れ入る。
陽夏	そしてその確保に成功した今、試験は中止になった
星亜	ちょっと待ってよ、姉さん。じゃあ私たち……
七星	ご安心下さい。みなさんの今後についても、ちゃんと発表があります
明葉	あんまりせっつくのはよくないぞ子狐ちゃん。それとも、子馬ちゃんはジェットスピードだったりして、それに慣れてしまったか？
明葉	子馬ちゃん、まさか自分だけ満足して終わってるんじゃないだろうな
大地	失敬ですよ、明葉さん。その猛々しさは馬の如く、その歩みは牛の如く！　それがこの僕、橘大地の煽り文句！
明葉	ほう、言うじゃないか。そこまで言い切るということは、子狐ちゃんの鳴き声はそれほど甘くて官能的かい？
星亜	そこおっ！　何言ってるのよ！
黒哉	はあ……若い恋人達は仲がよくっていいですねえ
黒哉	私にもそんな風にすべてを預けられる素敵な男性、現われてくれないかしら
空	えーと……ま、まあ不可能ではないんじゃないでしょうか
天音	そこにたどり着くための道は高く激しく限りなく険しいと思うけどね……
陽夏	まったく。お前達は本当に変わらんな。余裕があると見るべきか、ただの呑気と見るべきか
陽夏	とはいえ、今回の事件解決に、そんなお前達の協力が不可欠だったのは否定もできん
陽夏	そして、今回の事件の中で、そんなお前達が大きく成長したことも、やはり否定できん
陽夏	その成長に関して、星座を統べる天球議会は一つの可能性を感じた。ここは、その可能性を見守ってみたい
陽夏	よって、泉空、狩野星亜、姫ノ宮輝夜の十二星座候補生三名は、自らが望むのならば、引き続きこの学園での生活を続けることを許可する
空	それってもしかして……
輝夜	私たち、ここに通い続けてもよいということでしょうか？
陽夏	希望するならな
皐月	輝夜ちゃーんっ
輝夜	さ、皐月さん、そんな泣かないで下さい。わ、私まで嬉しくて……
銀一郎	もちろん、空も残るんだろ？
空	さあ、どうかしら
天音	その笑顔が、ちゃんと答えになってるのが素敵よん
星亜	橘くんは、ほっとした？
大地	いや。もし星亜が転校することになっても、絶対に離れることなんてなかったし
大地	それでも、一緒に通えて、毎日会えるのは当然嬉しいけどね
星亜	うん、私も
陽夏	大地
大地	はい？　なんでしょう
陽夏	これは、十二星座の獅子座としての言葉ではない。あくまでも一人の、狩野陽夏の言葉として言っておきたい
陽夏	感謝する
主人公	何を、とは聞く必要もなかった。事件解決にじゃないそのお礼の言葉が、僕にとっては何よりも胸に響いた。
主人公	僕は、一番大切な運命を掴み取ったんだって。
空	それで、陽夏さんのお話が終わったところで、一ついいかしら、星亜
星亜	何かしら？
空	……いつまでそんな体勢でいるつもりなのよ……
星亜	決まってるじゃない。ずっと、よ。いいでしょ
空	はあ……まあ、もう言うだけ無駄なんでしょうけど
黒哉	ふふっ、そういうふうに常日頃から仲良くしている姿を見ているとまるで陽夏さんと昴さんみたいですね
陽夏	なっ！？　私はここまでベタベタしているように客観的には見られているのか？　たしかに愛で負けるつもりはないが、ここまで人目をはばかってはいないと思うが
明葉	いいや、もうそっくりだね。あの周りをあきれさせるくらいの一途っぷりは
星亜	当然ですよ。だって……
星亜	姉妹ですから♪
