主人公	ホロスコープの石版が、周囲に映像を映し出す。成功したみたいだ。
主人公	部室を出る時に明葉さんが言ってたのは、このことだったんだな。
主人公	でも、追い出されたって……あの人いったい何をしたんだ？
明葉	おーい、子狐ちゃんいるかあ？
大地	明葉さん？
主人公	いきなり聞こえた明葉さんの声。そして遠慮なく部屋に入ってくる。
明葉	お邪魔したぞ……って、なんだいないのか？
明葉	いや、そんなはずないな。あの生真面目な子狐ちゃんが、鍵を開けたまま部屋を留守にするわけがない
主人公	さすが明葉さん、実に的確。星亜が鍵を開けたまま部屋を留守にするなんてありえない。ということは、星亜はこの部屋にいることになる。
主人公	とはいえ、こうして見回してみても姿が見えないんだけど、どこにいるんだろう。
明葉	ふん……なるほどな。だがこの飛山明葉から隠れられる美少女なんていない。それも子狐ちゃんほどの美少女なら尚更だ
明葉	私の心が囁いているぞ。子狐ちゃん、お前のいる場所を
主人公	明葉さんはニヤリと楽しげに笑うと、入り口の横にある扉を掴んだ。
主人公	あれ？　そこは……い、いや、ちょっとお待ちになって下さい明葉さんっ。
主人公	そ、そのドアは確か……。
星亜	え？
明葉	見ろ、大正解じゃないか
主人公	大きく開かれた扉の向こう、そこに突然の事態について行けず、ただ唖然としている星亜の姿があった。
主人公	便座に座り、用を足している真っ最中の……。
星亜	ひ、飛山、さん？
明葉	ふむ、汚れないように、自らスカートをまくり上げているというのがポイント高いな
星亜	あ、え、ええっ？
明葉	中々かわいらしいポーズで行うじゃないか、子狐ちゃんは。これは実に堪らない光景だぞ
明葉	なんといっても、人間というのは、普通は絶対に見られない姿に惹かれる生き物だからな
主人公	そう言って、星亜の恥ずかしい行為を、楽しそうに眺める明葉さん。い、いや、その、これはさすがに……。
星亜	あ……あ……
星亜	き、き、き……
星亜	きゃあああああっ！！！
主人公	ようやくその事態に思考が追いついたのか、星亜の口からひめいが迸る。その顔は、羞恥で真っ赤に染まっていた。
星亜	な、なな、何をしてるんですか、飛山さん！？
明葉	そうだな、恥じらいというのは最高の調味料だ。その表情、実にいい！
明葉	確か子供の頃、トイレの鍵が壊れて閉じ込められて以来、トイレの鍵だけは閉めない癖が付いてるんだよなあ、子狐ちゃんは
星亜	な、そ、そんなことまでなんで知ってるのっ！？
明葉	ああ、我慢は身体によくないぞ。私のことは気にせず、最後までゆっくりと用を足すといい。実に素敵な眺めだしな
星亜	は、ははは、早く出て行って下さい！！
主人公	まくり上げているスカートを下ろせば、スカートが汚れてしまうかもしれない。かといって、最中である以上立ち上がることも出来ない。
主人公	星亜にとっては、羞恥もいいところ。これ以上ない恥ずかしい状況だ。
主人公	し、しかしこれはなんというか……女の子のこんな光景を見るなんて普通はないだけに、新鮮といいますかその、なんというか……。
星亜	た、橘くん！？
星亜	な、何を再生してるのよっ
大地	えっ？
主人公	この声は……ホロスコープのものじゃない？
主人公	振り返ると、そこには正真正銘現実の星亜が立っていた。
大地	いや、明葉さんに見てみろって言われたもので……まさかこんな凄いシーンだとは思わなかったんだけど……
星亜	み、見ないで！　見るなあ！！
星亜	こ、こんな恥ずかしいシーン、今すぐ忘れなさあいっ！
星亜	ううう……よ、よりにもよってあんなシーンを、橘くんに……
星亜	ほ、本当にお願いだから、忘れてっ。い、今すぐ綺麗に！
大地	わ、忘れてあげたいんだけど、どうにも今夜は眠れなさそうです……その、音とか、ねえ？
星亜	あうぅ……っ
主人公	首筋まで真っ赤に染めて、恥ずかしさに縮こまってしまう星亜。
主人公	うん、これは恥ずかしいよね、やっぱり。ごめんなさい。思いっきり見させていただいてしまいました。
大地	で、でもまあ、その、普段見られない姿というものには確かに男は萌えてしまうわけですっ
星亜	……橘くんも、私の、その……ああいう行為に興味があるの……？
大地	い、いやその、放尿とかそういうのじゃなくてですねえ、その恥じらってる姿とか表情とかがっ
主人公	恐る恐る尋ねてくる星亜に、僕は慌てて弁解する。
主人公	ま、まあ確かに、星亜のだったらもっと見たいかも、なんて思ってしまったりもしたけれど。これは内緒の方向で。
星亜	本当に……？　もっと近くで見たいとか思ったんじゃないの……？
大地	あ、あはは。いやだなあ、僕はそんな変態じゃないデスヨ……
主人公	な、内緒の方向でどうにか……。
大地	そ、そういえば、星亜は今までどこに？　その、姿が見えないんで、捜してたんだけど
星亜	……橘くんの変態……
大地	い、いや、だからその……星亜のだったら、どんなシーンだって見たいと思ってしまう男心で……
星亜	……もういいわ。橘くんにだもん、諦める……
星亜	他の誰にも内緒よ……
大地	そ、それはもう……
主人公	むしろ誰にも話せません。
星亜	それじゃあ、ちょっと報告したいことがあるから、部室に戻りましょう
大地	う、うん。了解しましたっ
