主人公	茜橋総合病院。子供の頃から幾度となくお世話になっているその病院の入り口で、僕は周囲を見回した。
主人公	平日のせいか、駐車場は比較的空いており、外来客もそれほど多くはないようだ。
大地	どんな感じだい、マイフレンズ
彗	おー、わたしたち、にほんご、はなせませーん。いみ、わかりませーん
魅流	マイフレンズは日本語じゃないんだぜ
彗	しまったああああっ！　ああん。もうさすが魅流ちゃん、博学ぅ。そんな風に持ってる知識でオレを突いてくれちゃうあたり、とってもえれくちおーん！
大地	僕としては、むしろ今の言葉を日本語に訳してほしいんだけどな
魅流	簡単だぜ。『オレは変態です』。この一言で終了だ
大地	すこぶる納得です
主人公	いつもと変わらない親友達の姿に安堵しながら、僕は改めて周囲を見回した。
大地	なんか、思ったよりも空いてるね
魅流	ああ、そうなんだよな。今日は比較的外来も少なかったらしくてさ。どうにも話が聞きにくい
主人公	そう魅流が言ったところで、正面の自動ドアが開いて六十を過ぎたくらいの、気のよさそうなお婆さんが姿を見せる。
彗	丁度いいね。あの人にも聞いてみよう
主人公	そしてすかさずロックオンして飛んでいく僕達。
老婆	黒猫、かい？　うーん、どうだろうねえ。私ももう歳だから、あまり外出歩かないんでねえ
老婆	ああ。そういえば、さっき猫に引っかかれたっていって手当に来てた人がいたわねえ
大地	猫に、ですか
魅流	まあ、猫に引っかかれるくらいよくある話だからな。さすがにこれまで結びつけるのは難しいと思うぜ
彗	ちなみに、どんな猫に引っかかれたか、とか言ったりしてませんでした？
老婆	そうねえ……猫の種類とかは分からないけれど、ピンクのリボンがかわいかったからつい触ろうとしちゃって、とか言ってたかしらね
魅流	そりゃ完全に飼い猫だな。それも恐ろしくご主人に忠実な、だ
彗	けれど、猫に引っかかれたからってすぐ病院に行くのもどうなんだろうねえ。普通は家で消毒とかして、はいオシマイ、だと思うんだけど
老婆	なんでも、すぐそこ、駅前で引っかかれたらしくてねえ。血も出てたみたいだし、ついでだ、って寄っていったみたい
主人公	確かにこれをあの黒猫に結びつけるのはちょっと早計だけど、ちょっと気になるんだよね。
主人公	とりあえず、キーワードとして持っておこう。
老婆	ああ、そういえば。芸能人でも来てたのか、駅前がちょっと騒がしかったみたいだよ。やたらと混んでて驚いた、とか言ってたからねえ
大地	芸能人？　誰だろ
魅流	さあねえ。最近あたしらは、そんな芸能人よりもよっぽど騒がれる連中と一緒にいるからなあ
彗	少しくらい有名な芸能人じゃあ、大して驚けないね
主人公	まあそんなわけだし無視してよさそうだ。
大地	とりあえず、他のところもちょっと回ってみて、どうなってるか聞いてくるよ
魅流	ああ。あたしたちも、もう少し情報集めてみるぜ
主人公	とりあえず、これ以上僕がここにいても、今のところはプラスはなさそうだ。やるべきことをやって、他の場所に移動しよう。
彗	おや、大ちゃん。また来たのかい？　って事は、他であまり有力な情報が得られてない、っていうことかな
魅流	間違いないな。だからこそ、つるつるの脳細胞、与那原彗に助けを求めに来たに違いない
彗	あっはっは。もうしょうがないなあ、大ちゃん。そういうことならいくらでも言ってくれよ。親友のためなら、この頭脳、いくらでも貸しちゃうよ
大地	そうだね。それじゃあちょっとここの病院の受付でさ、赤いサファイアについて聞いてきてくれないかな
彗	それがどれくらい重要なのかは分からないけど合点だあ！　お安いごようだよ！
主人公	彗は最高の笑顔で答えると、そのまま病院の中へ飛び込んでいった。
大地	ちなみに、赤いサファイアをルビーって言うんで気をつけてね、彗
魅流	いやあ、聞こえてないと思うぜ、今のは。さすが彗の脳細胞だ
大地	うん。頑張る彗の姿を見て、僕ももっと頑張ろうって気になったよ
魅流	お、大地もか。実はあたしもなんだぜ。人の頑張る姿っていうのは、伝染するものだよな
主人公	まったくってその通り。それじゃあ、もう一頑張りしようか。
