大地	どうだった？
主人公	ロビーから出てきた星座候補の三人は、僕らにはっきりと肯定の頷きを返した。
空	大正解ね。『海原蒼』。女の子よ
皐月	でも、よく教えてもらえましたよね。最近そういうの、厳しいんじゃあ……
星亜	ええ。でも星座関連だって示したら一発だったわ
魅流	まあ、さすがの星座機関ってとこだな
輝夜	元々は別の病気での入院患者さんだったらしいんですが、五年くらい前の、その患者さんの誕生日に、いきなり眠ったままの状態になったそうです
空	生命活動には特に問題無し。あらゆる検査でも原因不明。様々な手段を講じてはみたけれど、まるで効果無し。眠ったままの状態が続いてるらしいわ
空	大地が記憶を奪われた時の状態と酷似してる
星亜	それと重要なのが、明るい元気な子だったらしいんだけどね、さすがに長期の入院で口数も減って、元気も無くなってたらしいんだけど……
星亜	それが、五年前の七夕を境に、急に元気になったらしいのよ
星亜	不思議に思って看護師さんが聞いてみたら、友達ができたんです、って笑ってたらしいわ
天音	友達ねえ……もしかしてそれが？
空	あの黒猫、ソラね。多分間違いない
銀一郎	飼い主、じゃなく友達か
彗	ということは、足で踏まれたり、ムチで叩かれたり、命令きけなきゃ飯抜き、とかはなし？
魅流	ま、普通そういうことをやる奴を友達とは言わないだろうからな
皐月	そういう場合は、むしろご主人さま、ですよね。私、お兄ちゃんのことそう呼びたいです。今度、七夕の短冊に書いてお願いしていいですか？
天音	ああん、あたしも書きたいけど、お姉ちゃんじゃなくなるのは困っちゃうー
銀一郎	お前らの場合、冗談で済まなくなるからマジやめとけな
大地	でも、五年も前のことなのに、よく看護師さん達覚えてたね。いくら寝たきりの状態で入院し続けてるっていっても……
空	……ちょっとね、特殊な患者さんらしくて……
大地	特殊？
主人公	尋ね返す僕に、空も星亜も輝夜も、みんな暗い表情で口を閉じた。
天音	ま、こういう場合はとりあえず行ってみましょ。本物見てみないことにはなんとも、だしね
銀一郎	だな。判断するのはそこからだ
魅流	おっし。それじゃあ、会いに行こうぜ。ここんとこ、あたしらを悩ませてくれたお姫さまに
彗	ご主人様じゃないのかあ
主人公	断固違います。
主人公	僕らは、空達が聞いてきてくれた病室へと、静かに入る。
主人公	完全な個人用。まあ、寝たきりの少女を複数部屋にはいれられないだろうけど。
主人公	そして、その病室のベッドに、確かに女の子が眠っていた。
大地	この子が、あの黒猫の関係者……
主人公	長い髪は家族か看護師さんがちゃんと手入れをしているのか艶やかで綺麗なままだ。
主人公	いや、髪だけじゃない。全身が、ただ昼寝でもしているようにしか見えないくらいに綺麗にされている。
主人公	その容姿は少し幼い感じがするものの、充分可愛らしい。間違いなく美少女だ。
天音	へえ、可愛い子よねえ。こんな子が眠ったままなんて勿体ないったらありゃしないじゃない
大地	どう、空？
主人公	この子が本当に記憶を奪われているのか、それとも病気なのか、僕は空に尋ねる。
主人公	空は女の子に近づくと、そっと触れる。
主人公	軽く頬を叩いてみたり、名前を呼んでみたり。けれどあらゆるものに、蒼ちゃんは反応しなかった。
空	……間違いないわ。この子も、記憶を奪われてる
空	大地が奪われた時とまるっきり同じ
主人公	やっぱり、とみんなの間から声が漏れる。
大地	ソラの中の記憶世界にいるってことか
星亜	できれば、この子と黒ソラが一緒のところを見てみたいわね。いったい何を考えて、どういうことがあったのか知りたいわ
輝夜	はい。どう見ても普通の地球人であるこの子が、なぜ異星文明品である猫ソラさんの飼い主……いえ、友達になったのか……
大地	ホロスコープツリーの出番かな
主人公	いいキーワードがあればいいんだけど……。
