大地	さすがに、まだ帰ったりはしてないと思うんだけどね
主人公	一応、靴とか調べておいて損はない。僕は昇降口の方へと足を伸ばしていた。
大地	やっぱり、靴はまだあるなあ
主人公	ということは、まだ学園内にはいるんだな、やっぱり。
大地	となると、どこを捜してみるかなあ……
主人公	そう考え始めたところで、前から二人が歩いて来るのが見えた。
魅流	なんだ、大地も靴調べに来たのか？
彗	考えることは同じだな
大地	彗と同レベルっていうのはちょっと引っかかるけどねえ
魅流	なんといっても奇跡の３点男だからな、彗は。気持ちは痛すぎるほどによくわかるぜ
彗	何を言うんだい。ほとんど同時に、まずは昇降口を調べようと言い出したじゃないか。これは間違いなく『愛』でしょ！
魅流	ひょっとして、あたし今いじめられてる？
彗	むしろオレをいじめて
魅流	任せろ！　踏んでやる踏んでやる踏んでやる！
彗	おおおお。揺るぎない程にたぎってきたあっ！　愛が！　愛があ！
主人公	むしろ『哀』なんじゃないかなあ、これ。
彗	まあせっかくきたんだし。空ちゃんをどこかで見なかったかくらいは聞いていってもいいんじゃないか？
大地	そうだね。それくらいは聞いていかないと
主人公	その意見には賛成だけど、踏まれながらはどうかと思うよ、彗。いや、すっごく幸せそうなのは分かるんだけど。
主人公	僕は出来るだけ彗を視線から外すと、丁度近くを通りがかった女子に声をかけてみる。
大地	そもさん！！
女子学生	せっぱ！
大地	…………
大地	えっと、空、見かけませんでした？
女子学生	空？　ああ、星座候補の子ね。ごめんなさい、ちょっと見なかったわ
大地	そうですか、どうも
女子学生	それじゃあ
主人公	女子は言うと、そのまま靴を履き替えに歩いていった。
大地	……
魅流	どうかしたのか？　ガックリうなだれて
大地	激しく負けた気がするのはなんでだろう……
魅流	時々思うんだが、大地、お前も結構バカだよな
彗	ばーか、ばーか
主人公	言い返せない……くやしいっ！　でも……納得しちゃうっ。
主人公	僕もこの二人の友人なんだなあ、と強く認識した瞬間でした。
彗	なんだ、また来たのかい
魅流	残念だが、あれから新しい情報は特にないぜ。空の姿も見ないしな
大地	うーん、残念。それじゃあ、また外回ってくるよ
