主人公	そこは深夜の病室だった。
主人公	消灯時間はとっくに過ぎて、部屋の電気も消えている。ただ窓から入る月明かりだけが、まるでナイフみたいに鋭い銀色を放っていた。
主人公	シンとした、冷たさを感じさせる空気の中に、一人の少女が立っている。ソラだ。黒猫の姿でなく、少女の姿でそこにいる。
主人公	そしてソラが見下ろすベッドには、上半身を起こして不思議そうに首を傾げている蒼ちゃん。
蒼	記憶世界？
ソラ	そう。集めた記憶を繋ぎ合わせて、私の中にその世界を作り上げる。実際に存在した記憶を元に作られたその世界は、現実世界と何一つ変わらない
ソラ	私のマスターも、蒼と同じだった。歩くことができず、常に家の中で窓から外を眺めていた
ソラ	だから、私を作った
ソラ	私の中に、人々の記憶から作られた別の世界を作る。そしてそこに、自分自身の記憶を飛ばす
ソラ	現実の自分は無理でも、自分の記憶で作られた自分自身なら、きっと歩ける。そこなら、その世界なら、マスターも自由に走り回ることが出来るはず
蒼	……それが、猫さんが世界を記録する理由？
ソラ	そう。私の、たった一つの生きる理由。目的だった。マスターが死んでも、それは変わらない
ソラ	私にできるのは、ただ記憶を集めて、マスターが走るその世界を大きくしていくことだけ
ソラ	だけど、もし蒼が望むなら……
蒼	わたしに……その記憶世界に入らないかっていうこと？
主人公	蒼ちゃんの問いに、ソラが黙って頷いた。
主人公	音が途切れる。ソラは静かに蒼ちゃんを見つめ、蒼ちゃんは少しの間俯き、そして顔を上げるとソラを正面から見て言った。
蒼	あなたの中でなら、その世界でなら、わたしも空を見ることが出来るのかな。どこまでも広がる、大きな青空を
蒼	昔見たあの色を、もう一度見ることができるのかな
ソラ	うん。できる
蒼	青空の下を、思いっきり走ることができるのかな。青って色を、もう一度思い出すことができるのかな
ソラ	うん。できる
蒼	……凄いね。わたしが失って、色々諦めちゃったことが……全部、できちゃうんだ……
ソラ	蒼が私を信用するなら、全部できる。叶えてみせる
蒼	だったら迷うことなんてないかな。うん。わたしを連れて行って。猫さんの中の世界へ
ソラ	私を信用するの？
蒼	友達だもん。疑う方がおかしいよ
主人公	少しの疑問もない、屈託のない笑顔を向けられ、ソラがその顔をわずかに赤らめる。
主人公	そこには、一人の少女と一匹の猫の、確かな友情があった。
ソラ	なら、これが最後の確認。蒼は、後悔しないか？
蒼	後悔？　なんで？
