大地	失礼しまーす
主人公	とりあえず、依頼主である昴先生に話を聞こうと。保健室に来てみたんだけど……。
昴	そうですか、星ちゃんも色々と大変みたいですね
星亜	はい……でも、十二星座になるためですから
昴	こんなこと言うのはなんなのかもしれませんが、陽夏さんもここまで来るのに相当な努力を重ねてきました
昴	そして、それが認められて今の地位を手に入れたんです
昴	星ちゃんも努力すれば、きっと道は開けると思いますよ
星亜	姉さん……努力……そう、ですね……
大地	えーっと、もしかしてお取り込み中だったりしましたか？
星亜	えっ！　た、橘君！？
大地	はい、あなたの橘大地です
主人公	なんとなく立ち聞きしてしまってるようで、思わず声をかけたんだけど……。
主人公	というか、普通に挨拶して入ったのに、二人とも気づかないんだもんなぁ。
大地	それで、えっと……取り込み中だったのならまた後で出直しますけど
昴	いえ、構いませんよ。事件のことを話すついでにちょっと雑談をしていただけですから
昴	星ちゃんも構いませんよね
星亜	は、はい、もちろんです。というか、私こそなんだかのんびりしちゃって……
昴	いいんですよ。あまり根を詰めすぎても体によくありませんからね。ほどほどに息抜きをすることも大事です
大地	さすが保健の先生
昴	私の仕事は生徒の健康管理ですから。あ、橘君も座ってください、コーヒー淹れますから
大地	すいません、ありがとうございます
星亜	ここは謙虚に、『お構いなく』っていうところじゃないのかしら？
大地	いや、だって昴先生のコーヒー美味しいし。そんなこと言って本当に飲めなかったら悲しくて泣いちゃう自信があるよ、僕は
星亜	どういう自信よ、まったく……まあ、昴さんのコーヒーが美味しいのは同意だけど
大地	明葉さんも絶賛してたしね
星亜	それはそうでしょう。昴さん以上に美味しいコーヒーを淹れられる人なんて、少なくとも私は知らないもの
昴	ありがとうございます。そう言ってくれると嬉しいですよ。はい、どうぞ橘君
大地	ありがとうございます
主人公	湯気の上がるマグカップを受け取ると、コーヒー独特の香りが鼻孔をくすぐる。味ももちろんだけど……この香りもいいよね。
大地	……ふぅ、やっぱり美味しいなぁ
主人公	あっさりすぎでもなく、しつこすぎでもなく……絶妙な苦味がたまらない。
星亜	橘君はブラックで飲むのね……
大地	別にブラックにこだわってるわけじゃないけどね……そういう星亜はブラックじゃダメな人？
主人公	星亜のも見た限りでは普通のコーヒーみたいだけど……砂糖とか入れてるのかな。
昴	ふふっ、星ちゃんは大がつくほどの甘党ですからね
昴	コーヒーには最低砂糖を五杯は入れないといけないんですよ
大地	ご、五杯！？　というか、それが最低！？　いくらなんでもそれは……
主人公	甘い……というか、甘すぎじゃないかなぁ。いや、星亜が甘いの好きっていうのは知ってたけど……。
星亜	す、昴さん！　それは秘密って……
昴	そうでしたっけ？　まあ、橘君になら知られてもいいんじゃないですか
主人公	言って、ニッコリ笑う昴先生。
大地	はい？　僕ならいい……ですか？
昴	ええ、だって星ちゃんは……
星亜	わーっ！　わーっ！　ちょっと昴さん！　本当に何を言い出すつもりなんですか！
星亜	わ、私は別に、橘くんがどうこうなんて……
昴	そうですか？　話題によく上がるなと思っていたのですが。陽夏さんも私と同じように思っていますよ
星亜	そ、それは……候補試験に橘くんの存在が必要不可欠だから自然とそうなっただけで……
昴	では、とりあえずそういうことにしておきますね
星亜	そ、そうです。姉さんにもちゃんと言っておいてください
昴	ええ、わかりました
昴	ということだそうです
大地	え、えーっと……なるほど、そういうことですか
主人公	何がどういうことなんでしょう。まあ、これ以上聞こうとしても星亜が嫌がるだけだろうし、別にいいかな。
昴	それより、本題に入りますが、橘君も事件のことでここに来られたんですか？
大地	あ、そうでした！　色々話を聞こうと思って……
主人公	いけないいけない、肝心のことをすっかり忘れてた。
主人公	というか、星亜も最初はそのつもりでここに来たんだろうし、どうにもこの部屋には思わずのんびりしてしまう空気があるんだよね。
大地	というか、昴先生が陽夏さんに依頼したんですよね？
昴	ええ、最近そのことで相談に来る生徒が急増してましてね
昴	これが一人や二人で、ちょっと忘れていた、くらいならいいんですが、どうにもそうでもなさそうですし
星亜	さっき、それで喧嘩になった現場を見ました。さすがに、あんなのが続いたら大変ですよね
昴	ええ、実際怪我をする生徒も出てきてますし、何より状況がどうにも異様なんですよ
昴	ですので、陽夏さんもいらっしゃってることだし、相談させてもらったんです
大地	そして、それが候補生試験の課題になったと……
昴	みたいですね、正直そこまで大事になるとは予想してなかったのですが
