姫	そうだな。汗も結構かいたし、どうせなら風呂に入ってしっかり疲労を抜こう
主人公	この時間なら、もう俺しかいないはずだ。俺は部屋へは向かわず、真っ直ぐに大浴場へと向かっていった。
姫	……え？
オペラ	はい？
主人公	脱衣所から浴場への扉を開けようとした瞬間、勝手に横へと開いたドア。そして目の前に、バスタオル一枚しか身につけていない美女が現れた。
主人公	長い髪は濡れて肌に貼り付き、その滑らかな肌は上気し桜色に染まっている。
主人公	思わず見とれてしまいそうな裸の美女は、同じく裸の俺の姿を見て固まっていた。
オペラ	し、ししし白鷺、さま！？
姫	その声……オペラさん！？
オペラ	な、ななななぜに今このような時間にこんな場所に！？
姫	い、いや、それはむしろこっちのセリフで。今はもう、俺が入っていい時間ですから
オペラ	こ、ここここんな時間まで一体何をしてやがったんですか！　よい子はとっくにベッドでお休みタイムですよ！？
主人公	真っ赤になりながらもご立腹モードのオペラさん。いつも余裕綽々の態度の人だから、なんだろう、こういう恥じらいの態度が凄く新鮮に見える。
オペラ	だ、大体ですねえ、こういう所で女の子と正面衝突したら……子？　とか疑問符浮かべましたね今……
主人公	そうオペラさんの目が細くなった瞬間だった。
姫	あ
オペラ	はい？
主人公	つい手を滑らせたのか、慌てて隠したのであまりしっかり持っていなかったのか、バスタオルがパサリと床に落ちる。
主人公	その身体を隠していた唯一の物体が無くなった。ということは、思いっきり丸見え状態なわけで……。
オペラ	あ、あうあうあうあうあうあうあうあう……
主人公	その豊かな二つの膨らみも、ツンと上向きのピンクの尖塔も、下半身の縦筋も、そこを守る淡いヘアーも。
主人公	すべてが丸見え状態なわけで。
オペラ	にゃっ、にゃにゃああああ～～～～～～～～～！！
主人公	ぼんっ、と顔を朱に染めて、意味不明の言葉を叫ぶオペラさん。
オペラ	み、見るな見るなら見ない時見るならあ！！
オペラ	わ、私の身体はウルルさまと将来のご主人さまのためにあるんですから！　そんな劣情に塗れた汚らわしい視線で見ないで下さい！！
姫	いや、いくら俺が男だからって、そこまで無節操じゃありませんって！　そりゃオペラさんレベルの人のなら見たくないはずはないですけど、嫌がるものを強引には……
オペラ	だ、だってだってえ！　そ、そそそそこ！　そこがそんなにそそり立つ戦闘状態！！
主人公	あ。
主人公	本当だ、なんか愚息がいつの間にやらビルドアップしてらっしゃる。
姫	い、いやこれは、その、男ならオペラさんの裸を見たりすれば当然こうなる生理現象でっ
オペラ	い～～～や～～～～～！　目でレイプされるううううううう！！
主人公	今にも泣きそうな悲鳴と共に逃げ出すオペラさん。脱衣所へと飛び出してくるオペラさんとは逆に、俺は慌てて風呂場へと入った。そして磨りガラスのドアを一気に閉める。
姫	す、すみません！　決して悪気や変な意思があって見てしまったわけでは！
オペラ	い、いえ、あの……私の方こそ取り乱しまして……
オペラ	コホン。ま、まあ、ぶち込まれたりしたならともかく、見られた程度で減るものでもありませんし、仕方ないですね
オペラ	そ、その……大至急、記憶から消して下さい。明日の朝にテストしましてもし残っているようなら、問答無用で記憶消失魔法、鉄塊１００トンくん、の出番となります
姫	いや、それ魔法じゃなくて明らかな物理攻撃ですから
オペラ	い、いいんです。乙女の柔肌をああもじっくり嬲るように舐めるように見物したんですからっ
主人公	な、なんか酷い言われようではあるけれど、仕方ないか。女性の裸を見てしまったのは事実だし。
オペラ	で、ですがその……お互い様、な部分も多々あると思われますので……し、失礼致しました！
主人公	そうして、オペラさんの気配はドアから離れていった。ドタバタと慌てるような音が脱衣所から聞こえていたけれど、やがてそれも収まり、シンと静まりかえる。
姫	……着替えて出て行った、のかな？
主人公	なんていうか、驚いた。
主人公	裸のオペラさんと正面衝突もだけれど、あのオペラさんが、あんなにも狼狽する姿が見れたことに。
姫	ひょっとしてオペラさん……耳年増？
