姫	ここは……
ローブの人物	どうやら、無事に終点まで辿り着いたようだな
姫	お前は……
主人公	そう口にした瞬間、俺の頭の中で何かが爆発した。そして、大量の様々な記憶が、凄まじい速度で展開されていく。
姫	うああ！　な、なんだ、これは！
主人公	頭を押さえ、その場にうずくまる俺。アミアとの戦い。デイルとの戦い。ラーロンとの戦い。シャルの死。そして……ノートの死。信じられない記憶が、俺の中に蘇る。
ローブの人物	今お前の中に広がった記憶、それが、たった今お前が見てきた一つ目の未来の記憶だ
姫	ひ、一つ目……？
ローブの人物	そうだ。この不安定の世界の中でなら、お前はすべての未来の記憶を共有できる
ローブの人物	お前は、先ほど選んだ『ヴェル＝セイン』に導かれし未来を最後まで終えたのさ。そして、私と初めて出会った、剪定の時間にまで戻ってきた
ローブの人物	さて、どうだった。その未来は
姫	今のが、一つ目……
姫	ふざけるな、なんだ今のは！　なんでシャルや学園長や、ノートまでが死ななくちゃならない！
ローブの人物	なんだ、気に入らなかったのか？
姫	当たり前だ！　俺の大事な人達があんなに死んだ！　みんなが悲しんだ。そんな未来をどうやって気にいれっていうんだ！
ローブの人物	なるほどな。だがまあ、安心しろ。今のはまだ一つ目だ。あと二つも残っている
ローブの人物	勿論、お前が望むのなら今の未来を本物の未来として確定させてもいい
姫	お断りだ！
主人公	こいつの言うことを肯定したくはないけれど、今見ていたものが夢や幻術の類とは思えない。
主人公	……この手の中に、残ってる。ノートに降ろした、最後の感触……。
主人公	本当に、未来の一つだっていうのか……。
ローブの人物	では、二つ目といこうじゃないか
ローブの人物	残る扉は『ノート＝ルゥム』と『ウルル＝カジュタ』
ローブの人物	さあ、選べ。どちらを次の導き手に選ぶ？
姫	……未来を、まるで洋服でも選ぶみたいに言いやがって……
姫	ああ、いいだろう。選んでやるよ！　俺が次に選ぶのは！
主人公	目の前に浮かぶ二つの扉。俺はその一つの把手を、力一杯に掴んだ――。
