主人公	今日は僕達は学園祭の振替休日。つまり世間様ではいわゆる平日。まだ昼前のこの時間、特に外を歩く人の姿は見受けられず、そこは少し寂しげだった。
主人公	そして、そんな場所で一生懸命に黒猫を捜している美少女が二人。
大地	どんな感じだい？
輝夜	はい。二匹くらい黒猫を見かけたんですけれど、どちらの尾も黒くて。ただ、このあたりは結構猫が多いみたいなので、もう少し探してみます
輝夜	なにぶん、皐月さんが……
皐月	ふっふっふっふぅ。ね～こちゃん黒猫ちゃ～ん、で～てき～なさ～い♪
皐月	ほ～ら、黒猫ちゃん、出てくるといいですよ。おいしいソーセージが食べ放題です
皐月	でも、これ食べたら、私がきっちりお仕置きしてあげちゃいますからねっ
輝夜	あれくらい、やる気に満ちてますので……
主人公	ゴミ箱の中から自動販売機の釣り銭口の中までキッチリ捜している皐月。うん、王道だとは思うけど、いくら猫でもそこにはさすがにいないんじゃないかな。
主人公	ああ、こら、皐月。そういう草むらとか探す時は、もうちょっとスカートをっ。後ろから見えちゃうぞ！
主人公	……今日は苺柄なんだ……。
大地	ま、まあ、やる気あるのはいいこと、だしね
主人公	不思議だなあ。これがあま姉だったりすると『殺る気』に感じるんだけど、皐月だけは、それはなさそうだ。
皐月	私からお兄ちゃんとの約束を奪った罪は重いです！　万死に値しちゃいます！
皐月	それはもう、見るも無惨な猫鍋の刑です！
大地	って、思ったそばからちょっとまったあ、皐月さん！
輝夜	さ、皐月さん、それはちょっと残酷じゃあ……
皐月	とびきり狭い土鍋の中に押し込めて、フタしちゃいます！　重いから中々出て来られないんですよ！
輝夜	……そっちの猫鍋ですか……
主人公	うん。皐月はやっぱり皐月だった。お兄ちゃん、とっても安心しちゃったなあ。
大地	まあ、あの調子なら放っておいても問題なさそうかな
輝夜	そうですね。もうしばらくこの付近を捜してみたいと思います
大地	うん。もし何かあったら連絡よろしく。あと……
皐月	うーん。こういう草むらの中とか怪しいんですけどね……
大地	あの苺柄、注意してあげて
輝夜	さ、皐月さあんっ。女の子としての慎みをっ
主人公	その光景に、慌てて駆けていく輝夜。それじゃあここは任せるとして、僕はどうしようかなあ。
皐月	ええっ。それじゃあ輝夜ちゃん、いずれはそんなセクシーな奴を！？
皐月	そ、それは危険です！　輝夜ちゃんの恋人さん、卒倒しちゃいますよっ！
輝夜	ち、違いますっ。あくまでその、姉さんが冗談で私につけさせようとしただけで……
輝夜	私は、あんまり派手なのは似合いませんし……
皐月	ええっ。そんなことありません。輝夜ちゃんくらいのスタイルなら、ちょっと頑張りすぎくらいのがきっと喜ばれますよ
皐月	お胸、いいなぁ……
主人公	えーと、猫捜しが、いつの間にやら実に不思議な方向へと話題転換されていらっしゃるようですけれど、これはどうしましょう。
主人公	さすがに話題が話題なだけに入りにくいです……。
輝夜	きゃんっ。さ、皐月さん、胸触るのやめてくださいぃっ
大地	話題が話題なので、僕も混ぜてくださ～いっ
皐月	あ、お兄ちゃん。もちろんです、どうぞ♪
輝夜	あ、あの、これは私の胸で皐月さんのでは……
皐月	あ、ごめんなさいそうでした。ついいつもの癖で♪
主人公	えへ、と舌を出して謝る皐月。うーん、どんな罪でもゆるしちゃいそうですな、これ。
輝夜	あの、いつものってまさか……
大地	いえ。さすがに自分から故意に触ったりしたことはありませんので、その冷たい視線をやめていただけませんか、輝夜さん……
皐月	好きな人に触ってもらうと大きくなるっていうじゃないですか。何度もお願いしてるのに、お兄ちゃん触ってくれないんですよ。お兄ちゃんのために、お胸大きくしたいのに
主人公	いや、あんな切なげな目で迫られて触っちゃったりしたら、お兄ちゃん一線守れる自信ないんです。
大地	え、えーと、一応確認しておきますと、新しい情報のようなものは……あ、ないみたいですね。はい、理解しました
主人公	こ、ここはとりあえず、さっさとやるべきことをやって逃げてしまうが勝ちとみましたっ。
