静音	き、来たわね……
和登	おう、こんな時間にいきなり神社に呼び出されたぞ
静音	うっ……ごめんなさい。話し合いが予想以上に長引いちゃって……
和登	話し合い？
静音	あ、ううん。何でもない
和登	それで、どのような用件でしょうか？　というか、なんで巫女服？
静音	そ、それはその……雅に勝負服でいけって言われて……なんだかんだで一番気合入るのってこの服だし……それで……
和登	うん、とりあえず雅が裏で絡んでるって事は分かった
静音	ぎくり
和登	はは、本当に静音はわかりやすいなあ
静音	う、うるさいわね。これでも一応自覚してるんだから！　いちいち突っ込まないで！
和登	ごめん、ごめん
静音	あーもう！　調子狂う、せっかく覚悟決めて来たのに！
和登	変に気合入れるより、そっちの方が静音らしくて俺はいいと思うぞ？
静音	むう、でも……
和登	そんな事より、本題本題
静音	う、うん……えーとね、きょ、今日は月が……
和登	早い早い早い！　それ言うの早すぎる！　いくら本題っていってもそれ核心だから！　いきなり言っちゃ駄目だから！！
主人公	どうやら相当テンパってるらしく、いきなり核心に触れようとした静音を慌てて止める。
静音	あうううう！
和登	はあ……だから静音、変に気合入れなくいいから、いつも通り、いつも通りでいこう！　ほら、なんかボケとツッコミがいつもと逆転しちゃってるし
主人公	というか、今時「月が綺麗ですね」なんて、伝わらない相手にはまったく伝わらないぞ。
主人公	夏目漱石の逸話なんて、今どれくらい知られているのやら。
主人公	恐らく雅からの入れ知恵なんだろうけれど、なんにせよ使うタイミングが早すぎる。
和登	とりあえず、まず深呼吸から始めよう！
静音	う、うん……すーはーすーはー
和登	落ち着いたか？
静音	ちょっとは……
和登	よし、それじゃあもう一度聞くけど、なんで俺は呼ばれたの？
静音	そ、それは……その、あ、あたし……あたし！
和登	……
静音	あたし！　あなたの事が好きです！！　付き合ってください！
和登	ＯＫ
静音	い、いきなりで、こんな事言ってもびっくりするかもしれないけど……
静音	え？
和登	え？
静音	い、今なんて？
和登	いや、だからＯＫって。俺も静音のこと大好きだから、むしろ恋人になりたいって思ってたし
静音	な、なんでそんな落ち着いてるの！？
和登	え？　い、いやだって……呼び出された時点で何となく状況察してたし……というか、この状況で告白以外のことを想定することの方が難しいし
静音	え？　ええ！？
和登	あとほら……今日の夕方、俺、なんか勢いで告白じみたことしちゃったし……
静音	あ……
和登	あ、ちなみに勢いとは言っても、嘘偽りは一切ないからな！　むしろ本音も本音だし！　お前が好きな事も全部本当だからな！
静音	じゃ、じゃあ……い、いいの？　あたしが和登の恋人になっても……
和登	断る理由が一ミリもない。むしろ、俺の方からお願いしたいくらいだ
静音	……
静音	和登！！
和登	おっと！
主人公	俺は胸に飛び込んできた静音をしっかりと抱きとめた。
静音	良かった！　本当に良かった！　不安だったの……いくら雅に言われても！　和登を信じてても！　本当に和登があたしを受け入れてくれるか！
和登	焦ったのは俺の方だぞ。なにせ告白まがいのこと口走った直後に、お前が逃げ出しちまうんだから。こちとら振られたんじゃないかと、気が気じゃなかったんだぞ？
静音	そ、それはその……ごめんなさい。なんかあの時あたし、パニクっちゃって……あんたの顔見てられなくなっちゃって
和登	まあ、いきなりあんな事口走った俺も悪いんだから、おあいこだよ
静音	ありがとう……
和登	それにしても、ずいぶんと電撃的な告白作戦だな。雅の入れ知恵か？
静音	う、うん……雅は少しでも早いほうがいいって、じゃないと和登に先を越されるからって
和登	げっ、完全に行動を読まれてる……
静音	え？　じゃあ、本当に？
和登	ああ、明日告白するつもりだったんだ
静音	あ、あははは……なんだぁ、だったらやっぱりこんな緊張することなかったじゃない……
和登	だから、最初からそう言ってるのに
静音	くすっ
和登	はは
主人公	緊張も解けたのか、腕の中で静音がそっと目を閉じた。
静音	和登……
和登	静音……
主人公	互いの名前を呼び合い、俺達はそっと唇を重ね合う。
静音	……ん
和登	……
主人公	それは唇と唇が触れあうだけの浅い口づけだったけれど、キスをしている間は、まるで脳が溶けてしまいそうな程濃密な時間に感じた。
静音	……
和登	……
静音	はぁ……
和登	大丈夫か？
主人公	唇を離した後も、どこか放心状態な静音に俺は問いかける。
静音	あ、うん……大丈夫。なんか、幸せすぎてぽーっとしてた
和登	そ、そうか……
静音	ね、ねぇ、和登……
和登	ん？
静音	知ってるかもしれないけど……今日、家に誰もいないの……
和登	え？　あ、ああ……確か、静雄さん昨日から本土だっけ？
静音	だから……その……ね？
主人公	その言葉の意味が分からないほど、俺も子供じゃない。俺は静音の目を見て確認を取る。
和登	いいのか？
静音	うん、お願い……
主人公	その瞳に迷いがない事を感じ取り、俺はしっかりと頷いた。
和登	わかった
主人公	そうして、俺達はもう一度だけ月夜で互いの唇を重ねた。
静音	……ん
和登	……
