和登	疲れた……
主人公	三人寄ればかしましい、と言う連中が五人集まったらどうなるのか。しかもその中に二人も危険人物がいたならどんな阿鼻叫喚となるのか。よ～く分かった一日でした。
美琴	大丈夫か？　和登くん……
和登	いやあ、どうにもならないくらいに大丈夫じゃなかったんですが、美琴さんの膝枕のおかげで急速治療中です
和登	ああ……美琴さんの太もも……いい……
美琴	そうか……この程度で喜んでくれるなら、もっと早くやってあげればよかったな
和登	ああ……なんだか気持ち良すぎて本当に寝ちゃいそうですよ
美琴	もう結構な時間だしな。だが、ここでは風邪を引くぞ。寝るならちゃんと部屋に戻ってだ
和登	うう……このままこの素敵な枕で眠りたいなあ……
美琴	それで風邪を引いたりしたら、わたしは二度とやってあげないぞ
和登	はあ……仕方ない。分かりました、今日はもう寝ましょう
主人公	俺はガックリと溜息をつくと、後ろ髪を引かれながら頭を上げた。
美琴	それじゃあお休みなさい
主人公	笑顔の言葉と共に、その唇が俺の頬に素早く触れる。
美琴	ん……
和登	み、美琴さんっ！？
美琴	お休みなさいのキス。これくらいは、いいよね
和登	なんかもう、寝るどころか目がバッチリ冴えてきたんですが、どうですかこれから！　朝まで！
美琴	うわ、なんか元気満タン？　でも今日はダメ。これくらいで自制できなくなっちゃったら、これからまずいから
和登	うう～、生殺しはキツイですよぉ……
主人公	ガックリと肩を落としながら、俺は美琴さんとは逆の方へ向かう。
美琴	あれ？　和登くんは寝ないのか？
和登	いえ、トイレ行ってからすぐ上がります。お休みなさい
美琴	うん、お休みなさい
美琴	……そっか、そうだな。これくらいは許されてもいいはずだ♪
和登	明日はまた学校かあ……一日って短いよなあ
主人公	次の休みはまた一週間後だ。それまで頑張らないとな。
主人公	にしてもさっきのキス……美琴さんは時々ああいう、とんでもないサプライズをくれる。おかげでいい夢が見られそうだ。
和登	よし、寝ようっ
主人公	俺はドアを開くと、静かに部屋の中へと入った。
美琴	えへ♪
主人公	そしてそこには、髪を下ろした可愛い子狐が一匹、俺を待っていた。
和登	……えーと、なぜここに美琴さんが？
美琴	狐は寂しいと死んじゃうんだ♪
和登	それウサギ！　ウサギだから！
美琴	美琴は寂しいと死んじゃうんだ♪
和登	ええい、この子狐めが……可愛すぎんだろうこら
和登	まったくもう、俺を悶え殺すつもりですか。今ならまだ間に合います。狼さんに襲われる前に、自分の小屋へと戻って下さい
美琴	えー……わたしは一緒に寝たいぞ。さすがにそれくらいの一歩は踏み出していいと思わないか？
和登	美琴さん、あなたは鬼ですか！　ただでさえこの同棲生活の中、可愛すぎる子狐ちゃんを食べてしまわないように必死に耐えているというのにっ
美琴	だから、少しずつ解禁していってる、って思ったらどうかな？
