主人公	件の生徒が逃げ出した直後、俺と美琴さんはパト部のメンバーと合流し追跡を開始したのだが……、
和登	まさか、いきなり山の中に逃げ出すなんてな……
主人公	奴は信じられない身体能力で俺達の追跡を振り切ると、そのまま山の中へと逃げ込んだ。
主人公	調べた資料では、それほど力を持たない妖怪という話だったので、正直少し油断していた。
主人公	俺達は逃げ込んだ生徒を捜索するため手分けする事になり、俺は今、静音と一緒に周囲の捜索中だ。
静音	安綱来るの待ってたら、入るのが遅くなっちゃったわね
主人公	そう、相手が妖怪という事で静音に安綱を呼んでもらい、そのサーチ能力を使って生徒を捜す事にした。
主人公	しかし、そのために安綱が学園に到着するまでは捜索に出ることが出来ず、俺と静音は他のメンバーよりだいぶ遅れて山の中に入った。
和登	美琴さんや兄貴たちも追いかけてるはずだけど、連絡がないって事はまだ見つかってないみたいだな
安綱	まあ、我が来た以上速攻で見つけてやるがな
主人公	すでに刀形態で静音に握られている安綱の言葉に、俺はサムズアップしながら答える。
和登	頼もしいぜ！
安綱	それじゃあ、ゆくぞ！　広域さーちじゃ！
静音	その、全然日本刀っぽくない無駄に横文字使ったネーミング、なんとかならないの？
安綱	なんじゃ、横文字使った方が何となくかっこいいじゃろ？
和登	確かにかっこいいけど、イメージ的に合わない気がするな
主人公	相変わらずの安綱に苦笑していると、安綱が何かを見つけたのか声を上げる。
安綱	……んん？
静音	何か見つけた？
安綱	なんじゃ……？　この妙な妖力は……
主人公	どうやら何かを見つけたらしいが、安綱の様子がおかしい。
和登	妙な妖力？
安綱	うむ……何か妙にどす黒くて、気持ちの悪い妖力が……
静音	場所は？　すぐ近く？
安綱	わりとすぐ近くじゃが、少し歩くの
主人公	ふむ、それが犯人かどうかは置いておいて、とりあえず様子を見に行った方がよさそうだな。
和登	それじゃあ、そっちに行ってみよう――
安綱	っ！　ダメじゃ！　かわせ！　和登、静音！！
静音	え？
主人公	安綱の叫びとほぼ同時、静音のすぐ近くの木の陰から、光弾のようなものが飛び出してきた。
和登	静音！
静音	きゃあ！
主人公	俺は突然の事に反応出来なかった静音を押し退けるが、
和登	あぐっ！！
主人公	その結果、自分自身が光弾を受けてしまう。
