主人公	放課後の校庭には、いつも通り飛鳥さんの姿があった。
主人公	苦しそうに、けれど全力で走り続ける飛鳥さん。勝つために、ただ必死に頑張るその姿は眩しくて……だけど同時に腹立たしくもある。
主人公	俺は、その姿を少しだけ眺めると、やがて顔を背けて横を通り過ぎていく。
五郎	なんだ、声かけなくていいのか？
和登	今かけても、邪魔にしからないよ
主人公	そもそも、今声をかければ、言ったらいけないことまで言葉にしてしまいそうだ。
五郎	ま、そうかもしんねえな。あいつの今の原動力はカズだしな。それが乱れちまうかもしんねえ
五郎	と、いけねえ。わりい、忘れもんだ。先行っててくれ
和登	了解
主人公	俺は軽く一言答えると、そのまま部室の方へと歩いていく。
五郎	……さて、と。忘れもん忘れもん
五郎	よう、張り切ってんな
飛鳥	はぁ……はぁ……ごろーちゃん？　はあ……
主人公	飛鳥はゴール地点のすぐ横に座り込みながら、疲れた顔で五郎を見上げた。
五郎	ほれ、差し入れだ
主人公	今買ってきたばかりのスポーツ飲料を軽く放り投げる。
五郎	で、どうだ、調子は
飛鳥	うん……頑張れてると思う……
五郎	言ってる内容の割には表情が今一だな
飛鳥	あー、ごろーちゃんには隠せないなあ、やっぱり
五郎	その様子じゃ、厳しいか
飛鳥	……うん
飛鳥	だけど、頑張る。今までの分を取り返さないと
五郎	無理すんな、なんて言える状況じゃねえな。ま、やれるだけやってみろ
飛鳥	えへへ、ありがと
五郎	けどまあ、オレから見ても無理あると思うぞ、お前の賭け。分の悪い賭けは嫌いじゃねえが、勝てる見込みの無い賭けはさすがに別だろ
飛鳥	そうかもね……あたしも、なんでこんなバカなことやってるのかなあ、って思う
飛鳥	でも……なんか、許せなかったんだ。ただ逃げてきただけのくせに、辛いことに耐えてきた、頑張ってきた、なんて笑ってたあたし自身が
飛鳥	だけど、かずくんは逃げてなかった。ずっと逃げないで、まだ戦ってた。これからも戦い続けなくちゃいけない
飛鳥	そんなかずくんの隣に、逃げてるままのあたしじゃ恥ずかしくて立てないよ……
五郎	……カズの奴の昔についてはオレはよく知らねえが……お前がそこまで言うんだ。だったら仕方ねえよな
五郎	分かったよ。だったらもう、後は応援してやるだけだ。とことん頑張って頑張って、やってみせろや
飛鳥	ごろーちゃん……うん、ありがと。頑張る
主人公	飛鳥は、笑顔で力強く頷いた。五郎もその返答に満足そうに頷き返すと、その場を後にした。
