主人公	モンスターキングダム。妖怪と人間が共存するこの島で、あえて西洋妖怪をモチーフに建造された、白夜島最大のテーマパークだ。
主人公	白夜島の一大観光産業であり、ここを目当てに白夜島を訪れる人々も多い。
主人公	ただし、規模が大きく観光地になることが前提の為、少々入場料が高く、学生の身分である俺達にとってはおいそれと遊びに来られる場所ではない。
和登	…………
主人公	しかし休日の今日、俺と雅はここに遊びに来ていた。ある筋からペアチケットを譲り受け、それでデートして来いと尻を叩かれたからだ。
主人公	もちろん俺も雅も小躍りしそうな勢いで喜び、地面に頭をこすりつけんばかりに礼を言ってチケットを受け取った。
主人公	何故ならこのモンスターキングダムは、観光地としてはもちろんだが、それ以上にデートスポットとしても有名で、カップルになった以上は一度は足を運んでおきたい場所なのだ。
雅	お待たせ！
和登	おお、メイドさん
主人公	そんな休日のテーマパーク内でそわそわしながら待つ俺の前に、ようやく雅が姿を現す。
雅	えへへ、可愛い？
主人公	くるりと回りスカートを翻す雅に、俺は両手を使ってサムズアップする。
和登	グッド、とにかくグッドだ！
雅	うん、ありがとう♪
主人公	俺に褒められて嬉しかったのか、雅はまぶしいと感じるほど満面の笑顔を浮かべる。
主人公	もはや、それだけでここに来た意味が……いや、ここまで生きてきた甲斐があるというものだ。
和登	でも、それなんの仮装なんだ？　一応西洋妖怪がモチーフなんだろう？
主人公	ちなみに何で雅がこんな格好しているかというと、これもアトラクションの一つで、西洋妖怪の衣装を着て一日遊ぶ事が出来るのだ。
主人公	なので、雅の衣装も何かしらの西洋妖怪がモチーフのはずだが、正直メイドの格好をした西洋妖怪が思い至らない。
雅	えーと、女性版フランケンシュタインの怪物だって
和登	……え？
主人公	雅からもたらされた意外な回答に、俺は思わず聞き返してしまう。
雅	女性版フランケンシュタインの怪物
主人公	一瞬何かの聞き間違いかと思ったが、どうやら本当にそれで間違いないらしい。
主人公	フランケンシュタインの怪物って確かあれだよな、マッドサイエンティストが作った人造人間。
和登	それが、なんでメイド？
雅	メイド型ロボット的な？
和登	う～ん、謎だ
雅	謎だね
和登	あ、でもあれか。怪力って意味じゃ雅にぴったりか
主人公	テーマパーク側の意図は分からないが、そう考えればある意味で雅にぴったりなコスプレかもしれない。
雅	そ、そんな女の子っぽくない肩書きが被るのはやだよ！
和登	鬼にとって！　女子力とは、せんとうりょくと読む！
雅	読まないよ！？
和登	でも、俺達の知り合いって女子力＝戦闘力な子多くないか？
雅	そんな事言ってると、しずちゃんに怒られるよ？
和登	確かに、どこから伝わるか分からないから、この辺にしておこう
主人公	もし本当に聞かれたりしたら、間違いなく安綱で三枚に下ろされてしまう。
和登	それにしても、本当にそれもらっちゃっていいのか？
雅	うん、貸衣装の使用者が今日で七のゾロ目なんだって
主人公	本来は、レンタル品であるこれらの衣装は帰るときには返さなければならない。
