主人公	迷宮試験も終わり、最後の大イベントも終わった。
主人公	甲冑騎士の出現の時にはどうなるかとも思ったけれど、それ以降は大きな問題もなく、トリニティは静まり返っている。
主人公	今、この学園には誰もいない。俺と、
主人公	彼女を除いては。
主人公	勝った方へのご褒美。ヴェルはそれを待っているのか、さっきから恥ずかしそうにしながらも、チラチラと俺を見ている。
主人公	まあ、俺も男だし、ヴェルに求めてもらえるなら、それを拒む理由もない。むしろこれまで、ヴェルは本当に頑張ってたし。
姫	ヴェル？
ヴェル	ひゃ、ひゃいっ！
主人公	俺の呼びかけに、ヴェルはびくん、と大きく跳ねる。
姫	えーと、もしかして緊張してる、のか？
ヴェル	そ、そ、そ、そんにゃこと、は……
ヴェル	あるみたい……えへへ……やっぱり、久しぶりだから……
ヴェル	それにね、本当に苦しい戦いだったの。今までのどの戦いよりも……母さまとの戦いよりもよ
ヴェル	それを勝てたのは、ヒメ……あなたのおかげ。それがね、すっごく嬉しくて……なんだかもう、それだけで胸がいっぱいいっぱいになっちゃってて……
姫	はは。俺の声がヴェルの力になったっていうなら、俺も嬉しいな
姫	いつもヴェル達には助けられてばかりだから……俺が力になれるっていうのが実感できたよ
ヴェル	もちろんよ。いつでもヒメは……私に、私も知らなかった力をくれるの……
主人公	俺達は、そのまま自然に見つめ合う。
姫	こんな場所でいいのかな……？
ヴェル	ここには私とヒメがいるわ……だったらそれだけで私には充分だもの
主人公	その頬を赤く染め、そう微笑むヴェルは綺麗で……俺はそっとその細い両肩へと手を置いた。
ヴェル	ヒメ……
フォン	すみません、フォン、ちょっと失礼しますね
フォン	あ、ノックはあえてしませんでしたので、そこは悩まないで大丈夫です
姫	え？　フォ、フォン！？
ヴェル	ち、ちょっとあなた、今一番素敵で最高でクライマックスな場面だったのよ！
フォン	だから、入ったんじゃないですか。ヴェルさま、こんなところで一人でこっそり、なんてずるすぎです
ヴェル	ずるいも何も、これが今日の勝者の権利じゃない。あなたに言われる筋合いはないんだけど
フォン	はい。フォンも普通ならそのまま枕を涙で濡らしつつ、布団を噛みしめグヌヌ……なつもりだったんですが……
フォン	姫先輩？　フォン、今日頑張りましたよねっ。姫先輩や、他の生徒を守るために、頑張ったんです
姫	え？　あ、ああ。それはもちろん分かってる。フォンのおかげで、俺も無事だったしな
フォン	でしたらっ！
フォン	その、ですね……フォンも、ご褒美ほしい、です……
ヴェル	あなた、すっごく図々しいんだけど……
ヴェル	甲冑騎士とノートじゃ、相手にする難易度違いすぎじゃない
フォン	イベントで、全力全開で何も考えずに戦うのと、周囲を警戒して人々を守る、では後者の方が重要度高いと思いませんか。学園長代理♪
ヴェル	……あなた、本当に痛いところ突いてくるわね……
フォン	それはもう。姫先輩に関してはフォンも譲れませんから
フォン	ですが、姫先輩に楽しんでいただく、という点においては、フォンとヴェルさま、お互いに譲れる部分があるのでは、と思ってますけどいかがです？
主人公	うふ、と、可愛らしく笑うフォン。その意図に気がついてか、ヴェルも呆れたように嘆息する。
ヴェル	まあ、そうね。たまにはそういうのも有りなのかも
姫	えーと……まったく話が見えないんですが……
フォン	簡単なことですよ。つまりはですね
ヴェル	三人で愛し合いましょう、ってこと
